source_joinid,vest_joinid,,,,,
6-CF09:I-N-,6-CF09,,,,,
6-CF11:I-N-,6-CF11,,,,,
6-CF12:I-N-,6-CF12,,,,,
6-CF13:I-N-,6-CF13,,,,,
6-CF14:I-N-,6-CF14,,,,,
6-CF15:I-N-,6-CF15,,,,,
6-CF16:I-N-,6-CF16,,,,,
6-CF17:I-N-,6-CF17,,,,,
6-CL01:I-N-,6-CL01,,,,,
6-CL02:I-N-,6-CL02,,,,,
6-CL04:I-N-,6-CL04,,,,,
6-CL05:I-N-,6-CL05,,,,,
6-CL06:I-N-,6-CL06,,,,,
6-CL07:I-N-,6-CL07,,,,,
6-CL08:I-N-,6-CL08,,,,,
6-CL09:I-N-,6-CL09,,,,,
6-CL10:I-N-,6-CL10,,,,,
6-CL11:I-N-,6-CL11,,,,,
6-CL12:I-N-,6-CL12,,,,,
6-CL13:I-N-,6-CL13,,,,,
6-FA03:I-C-,6-FA03,,,,,
6-FA05:IBC-,6-FA05,,,,,
6-FA07:IBC-,6-FA07,,,,,
6-FA09:IBC-,6-FA09,,,,,
6-FA11:IBC-,6-FA11,,,,,
6-FA13:IBC-,6-FA13,,,,,
6-FA14:I-C-,6-FA14,,,,,
6-FA15:IBC-,6-FA15,,,,,
6-FA16:IBC-,6-FA16,,,,,
6-FH01:I-C-,6-FH01,,,,,
6-FH05:I-C-,6-FH05,,,,,
6-HA03:U-N-,6-HA03,,,,,
6-KA01:I-C-,6-KA01,,,,,
6-KA02:I-C-,6-KA02,,,,,
6-KA03:I-C-,6-KA03,,,,,
6-KA04:I-C-,6-KA04,,,,,
6-KA07:I-C-,6-KA07,,,,,
6-KA10:I-C-,6-KA10,,,,,
6-KA13:IBC-,6-KA13,,,,,
6-KA15:IBC-,6-KA15,,,,,
6-KA16:IBC-,6-KA16,,,,,
6-KA18:I-C-,6-KA18,,,,,
6-KA22:I-C-,6-KA22,,,,,
6-LA03:I-N-,6-LA03,,,,,
6-LA05:I-N-,6-LA05,,,,,
6-LA06:I-N-,6-LA06,,,,,
6-LA07:I-N-,6-LA07,,,,,
6-LA08:I-N-,6-LA08,,,,,
6-LA10:I-N-,6-LA10,,,,,
6-LA11:I-N-,6-LA11,,,,,
6-LA12:I-N-,6-LA12,,,,,
6-LA13:I-N-,6-LA13,,,,,
6-LA14:I-N-,6-LA14,,,,,
6-LA15:I-N-,6-LA15,,,,,
6-LA16:I-N-,6-LA16,,,,,
6-LA17:I-N-,6-LA17,,,,,
6-LA18:I-N-,6-LA18,,,,,
6-LA19:I-N-,6-LA19,,,,,
6-LA20:I-N-,6-LA20,,,,,
6-LA21:I-N-,6-LA21,,,,,
6-LA22:I-N-,6-LA22,,,,,
6-LA23:I-N-,6-LA23,,,,,
6-LA25:I-N-,6-LA25,,,,,
6-LA26:I-N-,6-LA26,,,,,
6-LA27:I-N-,6-LA27,,,,,
6-LA28:I-N-,6-LA28,,,,,
6-LA29:I-N-,6-LA29,,,,,
6-LA30:I-N-,6-LA30,,,,,
6-LA31:I-N-,6-LA31,,,,,
6-LA32:I-N-,6-LA32,,,,,
6-LA40:I-N-,6-LA40,,,,,
6-LA42:I-N-,6-LA42,,,,,
6-LA43:I-N-,6-LA43,,,,,
6-LA45:I-N-,6-LA45,,,,,
6-LA46:I-N-,6-LA46,,,,,
6-LA47:I-N-,6-LA47,,,,,
6-NS01:I-S-,6-NS01,,,,,
6-NS04:I-S-,6-NS04,,,,,
6-NS07:UDS-,6-NS07,,,,,
6-NS09:I-S-,6-NS09,,,,,
6-NS10:I-S-,6-NS10,,,,,
